Procedure Url,Procedure Title,Procedure Description,Procedure Include,Procedure Factors,Treatment Name,Minimum Cost,Maximum Cost
https://www.vaidam.com/search/cyberknife-treatment/india, Cyberknife Treatment Cost In India , Cyberknife Treatment cost in India for Indian Patients is between Rs.310800 to Rs.414400. Cost for International patients is between USD 6300 to USD 7700. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' The severity of the disease (tumour size, location, and shape) ', ' Post-surgical complication, if it happens (such as Skin rash, changes in bodily function like salivary function or urination) ', ' Any additional tests may require knowing the status of the disease during the course of treatment ', ' An extended stay at the Hospital ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","[' Preoperative diagnostic tests cost (blood tests, CT scans, MRI, etc.)\xa0 ', ' Procedure cost (depends on the number of sessions required) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost\xa0 ']","['CyberKnife Treatment', 'Immunotherapy']","[310800, 177600]","[414400, 236800]"
https://www.vaidam.com/search/cyberknife-treatment/turkey, Cyberknife Treatment Cost In Turkey , Cyberknife Treatment cost in Turkey is between USD 9000 to USD 11000. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' The severity of the disease (tumour size, location, and shape) ', ' Post-surgical complication, if it happens (such as Skin rash, changes in bodily function like salivary function or urination) ', ' Any additional tests may require knowing the status of the disease during the course of treatment ', ' An extended stay at the Hospital ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","[' Preoperative diagnostic tests cost (blood tests, CT scans, MRI, etc.)\xa0 ', ' Procedure cost (depends on the number of sessions required) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost\xa0 ']","['CyberKnife Treatment', 'Immunotherapy']","[None, None]","[None, None]"
https://www.vaidam.com/search/cyberknife-treatment/thailand, Cyberknife Treatment Cost In Thailand , ,"[' The severity of the disease (tumour size, location, and shape) ', ' Post-surgical complication, if it happens (such as Skin rash, changes in bodily function like salivary function or urination) ', ' Any additional tests may require knowing the status of the disease during the course of treatment ', ' An extended stay at the Hospital ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","[' Preoperative diagnostic tests cost (blood tests, CT scans, MRI, etc.)\xa0 ', ' Procedure cost (depends on the number of sessions required) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost\xa0 ']",[],[],[]
https://www.vaidam.com/search/cyberknife-treatment/malaysia, Cyberknife Treatment Cost In Malaysia , Cyberknife Treatment cost in Malaysia is between USD 12600 to USD 15400. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' The severity of the disease (tumour size, location, and shape) ', ' Post-surgical complication, if it happens (such as Skin rash, changes in bodily function like salivary function or urination) ', ' Any additional tests may require knowing the status of the disease during the course of treatment ', ' An extended stay at the Hospital ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","[' Preoperative diagnostic tests cost (blood tests, CT scans, MRI, etc.)\xa0 ', ' Procedure cost (depends on the number of sessions required) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost\xa0 ']",['CyberKnife Treatment'],[None],[None]
https://www.vaidam.com/search/cyberknife-treatment/germany, Cyberknife Treatment Cost In Germany , Cyberknife Treatment cost in Germany is between USD 9900 to USD 12100. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' The severity of the disease (tumour size, location, and shape) ', ' Post-surgical complication, if it happens (such as Skin rash, changes in bodily function like salivary function or urination) ', ' Any additional tests may require knowing the status of the disease during the course of treatment ', ' An extended stay at the Hospital ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","[' Preoperative diagnostic tests cost (blood tests, CT scans, MRI, etc.)\xa0 ', ' Procedure cost (depends on the number of sessions required) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost\xa0 ']",['CyberKnife Treatment'],[None],[None]
https://www.vaidam.com/search/cyberknife-treatment/united-arab-emirates, Cyberknife Treatment Cost In United Arab Emirates , ,"[' The severity of the disease (tumour size, location, and shape) ', ' Post-surgical complication, if it happens (such as Skin rash, changes in bodily function like salivary function or urination) ', ' Any additional tests may require knowing the status of the disease during the course of treatment ', ' An extended stay at the Hospital ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","[' Preoperative diagnostic tests cost (blood tests, CT scans, MRI, etc.)\xa0 ', ' Procedure cost (depends on the number of sessions required) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost\xa0 ']",[],[],[]
https://www.vaidam.com/search/epilepsy/india, Epilepsy Treatment Cost In India , Epilepsy Treatment cost in India for Indian Patients is between Rs.146520 to Rs.195360. Cost for International patients is between USD 2970 to USD 3630. Patient has to stay in the hospital for 1 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Preoperative diagnostic tests cost, some of which may include MRI, PET, Neurological examination, etc.', 'Surgery cost', 'Types of epilepsy surgery (Focal Resection, Temporal Lobe Resection, Frontal Lobe Resection, Parietal and occipital Lobe Resection, Lesionectomy, etc.)', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost\xa0', ""Patient's hospital stay\xa0""]","['Type of hospital and room opted (General, Twin sharing, or single room)', 'The severity of the disease', 'Post-surgical complication, if it happens (such as Hemorrhage, Infection, Brain tissue injury, etc.)', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']","['Epilepsy Treatment', 'Deep Brain Stimulation']","[146520, 377400]","[195360, 503200]"
https://www.vaidam.com/search/epilepsy/turkey, Epilepsy Treatment Cost In Turkey , Epilepsy Treatment cost in Turkey is between USD 5400 to USD 6600. Patient has to stay in the hospital for 1 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Preoperative diagnostic tests cost, some of which may include MRI, PET, Neurological examination, etc.', 'Surgery cost', 'Types of epilepsy surgery (Focal Resection, Temporal Lobe Resection, Frontal Lobe Resection, Parietal and occipital Lobe Resection, Lesionectomy, etc.)', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost\xa0', ""Patient's hospital stay\xa0""]","['Type of hospital and room opted (General, Twin sharing, or single room)', 'The severity of the disease', 'Post-surgical complication, if it happens (such as Hemorrhage, Infection, Brain tissue injury, etc.)', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']","['Epilepsy Treatment', 'Deep Brain Stimulation']","[None, None]","[None, None]"
https://www.vaidam.com/search/epilepsy/thailand, Epilepsy Treatment Cost In Thailand , ,"['Preoperative diagnostic tests cost, some of which may include MRI, PET, Neurological examination, etc.', 'Surgery cost', 'Types of epilepsy surgery (Focal Resection, Temporal Lobe Resection, Frontal Lobe Resection, Parietal and occipital Lobe Resection, Lesionectomy, etc.)', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost\xa0', ""Patient's hospital stay\xa0""]","['Type of hospital and room opted (General, Twin sharing, or single room)', 'The severity of the disease', 'Post-surgical complication, if it happens (such as Hemorrhage, Infection, Brain tissue injury, etc.)', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']",[],[],[]
https://www.vaidam.com/search/epilepsy/malaysia, Epilepsy Treatment Cost In Malaysia , Epilepsy Treatment cost in Malaysia is between USD 5940 to USD 7260. Patient has to stay in the hospital for 1 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Preoperative diagnostic tests cost, some of which may include MRI, PET, Neurological examination, etc.', 'Surgery cost', 'Types of epilepsy surgery (Focal Resection, Temporal Lobe Resection, Frontal Lobe Resection, Parietal and occipital Lobe Resection, Lesionectomy, etc.)', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost\xa0', ""Patient's hospital stay\xa0""]","['Type of hospital and room opted (General, Twin sharing, or single room)', 'The severity of the disease', 'Post-surgical complication, if it happens (such as Hemorrhage, Infection, Brain tissue injury, etc.)', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']",['Epilepsy Treatment'],[None],[None]
https://www.vaidam.com/search/epilepsy/germany, Epilepsy Treatment Cost In Germany , ,"['Preoperative diagnostic tests cost, some of which may include MRI, PET, Neurological examination, etc.', 'Surgery cost', 'Types of epilepsy surgery (Focal Resection, Temporal Lobe Resection, Frontal Lobe Resection, Parietal and occipital Lobe Resection, Lesionectomy, etc.)', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost\xa0', ""Patient's hospital stay\xa0""]","['Type of hospital and room opted (General, Twin sharing, or single room)', 'The severity of the disease', 'Post-surgical complication, if it happens (such as Hemorrhage, Infection, Brain tissue injury, etc.)', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']",[],[],[]
https://www.vaidam.com/search/epilepsy/united-arab-emirates, Epilepsy Treatment Cost In United Arab Emirates , ,"['Preoperative diagnostic tests cost, some of which may include MRI, PET, Neurological examination, etc.', 'Surgery cost', 'Types of epilepsy surgery (Focal Resection, Temporal Lobe Resection, Frontal Lobe Resection, Parietal and occipital Lobe Resection, Lesionectomy, etc.)', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost\xa0', ""Patient's hospital stay\xa0""]","['Type of hospital and room opted (General, Twin sharing, or single room)', 'The severity of the disease', 'Post-surgical complication, if it happens (such as Hemorrhage, Infection, Brain tissue injury, etc.)', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']",[],[],[]
https://www.vaidam.com/search/gamma-knife/india, Gamma Knife Cost In India , Gamma Knife cost in India for Indian Patients is between Rs.275280 to Rs.367040. Cost for International patients is between USD 5580 to USD 6820. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Diagnostic tests cost (blood tests, CT scans, MRI, PET scan, etc.)\xa0', 'Procedure cost\xa0', 'Post-procedure cost (depends on the number of follow-up sessions)', 'Cost of medications']","['The severity of the disease (tumour size, location, and shape)', 'Post-procedure complication, if it happens\xa0', 'Any additional tests may require knowing the status of the disease during treatment', 'An extended stay at the hospital', 'Cost of accommodation during follow-ups, in case the patient is not a local resident']",['Gamma Knife for AVM or Brain Tumor'],[275280],[367040]
https://www.vaidam.com/search/gamma-knife/turkey, Gamma Knife Cost In Turkey , Gamma Knife cost in Turkey is between USD 8100 to USD 9900. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Diagnostic tests cost (blood tests, CT scans, MRI, PET scan, etc.)\xa0', 'Procedure cost\xa0', 'Post-procedure cost (depends on the number of follow-up sessions)', 'Cost of medications']","['The severity of the disease (tumour size, location, and shape)', 'Post-procedure complication, if it happens\xa0', 'Any additional tests may require knowing the status of the disease during treatment', 'An extended stay at the hospital', 'Cost of accommodation during follow-ups, in case the patient is not a local resident']",['Gamma Knife for AVM or Brain Tumor'],[None],[None]
https://www.vaidam.com/search/gamma-knife/thailand, Gamma Knife Cost In Thailand , Gamma Knife cost in Thailand is between USD 6750 to USD 8250. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Diagnostic tests cost (blood tests, CT scans, MRI, PET scan, etc.)\xa0', 'Procedure cost\xa0', 'Post-procedure cost (depends on the number of follow-up sessions)', 'Cost of medications']","['The severity of the disease (tumour size, location, and shape)', 'Post-procedure complication, if it happens\xa0', 'Any additional tests may require knowing the status of the disease during treatment', 'An extended stay at the hospital', 'Cost of accommodation during follow-ups, in case the patient is not a local resident']",['Gamma Knife for AVM or Brain Tumor'],[None],[None]
https://www.vaidam.com/search/gamma-knife/malaysia, Gamma Knife Cost In Malaysia , Gamma Knife cost in Malaysia is between USD 11160 to USD 13640. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Diagnostic tests cost (blood tests, CT scans, MRI, PET scan, etc.)\xa0', 'Procedure cost\xa0', 'Post-procedure cost (depends on the number of follow-up sessions)', 'Cost of medications']","['The severity of the disease (tumour size, location, and shape)', 'Post-procedure complication, if it happens\xa0', 'Any additional tests may require knowing the status of the disease during treatment', 'An extended stay at the hospital', 'Cost of accommodation during follow-ups, in case the patient is not a local resident']",['Gamma Knife for AVM or Brain Tumor'],[None],[None]
https://www.vaidam.com/search/gamma-knife/germany, Gamma Knife Cost In Germany , Gamma Knife cost in Germany is between USD 8100 to USD 9900. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Diagnostic tests cost (blood tests, CT scans, MRI, PET scan, etc.)\xa0', 'Procedure cost\xa0', 'Post-procedure cost (depends on the number of follow-up sessions)', 'Cost of medications']","['The severity of the disease (tumour size, location, and shape)', 'Post-procedure complication, if it happens\xa0', 'Any additional tests may require knowing the status of the disease during treatment', 'An extended stay at the hospital', 'Cost of accommodation during follow-ups, in case the patient is not a local resident']",['Gamma Knife for AVM or Brain Tumor'],[None],[None]
https://www.vaidam.com/search/gamma-knife/united-arab-emirates, Gamma Knife Cost In United Arab Emirates , ,"['Diagnostic tests cost (blood tests, CT scans, MRI, PET scan, etc.)\xa0', 'Procedure cost\xa0', 'Post-procedure cost (depends on the number of follow-up sessions)', 'Cost of medications']","['The severity of the disease (tumour size, location, and shape)', 'Post-procedure complication, if it happens\xa0', 'Any additional tests may require knowing the status of the disease during treatment', 'An extended stay at the hospital', 'Cost of accommodation during follow-ups, in case the patient is not a local resident']",[],[],[]
https://www.vaidam.com/search/gliomas/india, Gliomas Treatment Cost In India , Gliomas Treatment cost in India for Indian Patients is between Rs.266400 to Rs.355200. Cost for International patients is between USD 5400 to USD 6600. Patient has to stay in the hospital for 3 days and outside the hospital for 12 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost, some of which may include [Neurological examination, imaging tests- X-ray, CT Scan, MRI, Biopsy, etc.] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Post-Operative cost (there might be a need for Chemotherapy or Radiotherapy before or post-surgery) ', ' Medicines\xa0 ', "" Patient's hospital stay\xa0 ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital (Generally, the stay is around 2-5 days) ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",['Gliomas Treatment'],[266400],[355200]
https://www.vaidam.com/search/gliomas/turkey, Gliomas Treatment Cost In Turkey , Gliomas Treatment cost in Turkey is between USD 16722 to USD 20438. Patient has to stay in the hospital for 6 days and outside the hospital for 8 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost, some of which may include [Neurological examination, imaging tests- X-ray, CT Scan, MRI, Biopsy, etc.] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Post-Operative cost (there might be a need for Chemotherapy or Radiotherapy before or post-surgery) ', ' Medicines\xa0 ', "" Patient's hospital stay\xa0 ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital (Generally, the stay is around 2-5 days) ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",['Gliomas Treatment'],[None],[None]
https://www.vaidam.com/search/gliomas/thailand, Gliomas Treatment Cost In Thailand , Gliomas Treatment cost in Thailand is between USD 19800 to USD 24200. Patient has to stay in the hospital for 3 days and outside the hospital for 12 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost, some of which may include [Neurological examination, imaging tests- X-ray, CT Scan, MRI, Biopsy, etc.] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Post-Operative cost (there might be a need for Chemotherapy or Radiotherapy before or post-surgery) ', ' Medicines\xa0 ', "" Patient's hospital stay\xa0 ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital (Generally, the stay is around 2-5 days) ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",['Gliomas Treatment'],[None],[None]
https://www.vaidam.com/search/gliomas/malaysia, Gliomas Treatment Cost In Malaysia , Gliomas Treatment cost in Malaysia is between USD 10800 to USD 13200. Patient has to stay in the hospital for 3 days and outside the hospital for 12 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost, some of which may include [Neurological examination, imaging tests- X-ray, CT Scan, MRI, Biopsy, etc.] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Post-Operative cost (there might be a need for Chemotherapy or Radiotherapy before or post-surgery) ', ' Medicines\xa0 ', "" Patient's hospital stay\xa0 ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital (Generally, the stay is around 2-5 days) ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",['Gliomas Treatment'],[None],[None]
https://www.vaidam.com/search/gliomas/germany, Gliomas Treatment Cost In Germany , Gliomas Treatment cost in Germany is between USD 22500 to USD 27500. Patient has to stay in the hospital for 3 days and outside the hospital for 12 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost, some of which may include [Neurological examination, imaging tests- X-ray, CT Scan, MRI, Biopsy, etc.] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Post-Operative cost (there might be a need for Chemotherapy or Radiotherapy before or post-surgery) ', ' Medicines\xa0 ', "" Patient's hospital stay\xa0 ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital (Generally, the stay is around 2-5 days) ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",['Gliomas Treatment'],[None],[None]
https://www.vaidam.com/search/gliomas/united-arab-emirates, Gliomas Treatment Cost In United Arab Emirates , ,"[' Preoperative diagnostic tests cost, some of which may include [Neurological examination, imaging tests- X-ray, CT Scan, MRI, Biopsy, etc.] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Post-Operative cost (there might be a need for Chemotherapy or Radiotherapy before or post-surgery) ', ' Medicines\xa0 ', "" Patient's hospital stay\xa0 ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital (Generally, the stay is around 2-5 days) ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",[],[],[]
https://www.vaidam.com/search/meningioma/india, Meningioma Treatment Cost In India , Meningioma Treatment cost in India for Indian Patients is between Rs.222000 to Rs.296000. Cost for International patients is between USD 4500 to USD 5500. Patient has to stay in the hospital for 4 days and outside the hospital for 8 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost may include [CT Scan or MRI of the brain] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Type of surgery [Craniotomy, Endoscopic Endonasal Surgery, Neuroendoscopic Surgery, or Spinal Surgery] ', ' Post-Operative cost [there might be a need for Chemotherapy or Radiotherapy before or post-surgery] ', ' Medicines\xa0 ', "" Patient's hospital stay [can range from a few days to a couple of weeks] ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital\xa0 ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",['Meningioma'],[222000],[296000]
https://www.vaidam.com/search/meningioma/turkey, Meningioma Treatment Cost In Turkey , Meningioma Treatment cost in Turkey is between USD 13500 to USD 16500. Patient has to stay in the hospital for 4 days and outside the hospital for 8 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost may include [CT Scan or MRI of the brain] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Type of surgery [Craniotomy, Endoscopic Endonasal Surgery, Neuroendoscopic Surgery, or Spinal Surgery] ', ' Post-Operative cost [there might be a need for Chemotherapy or Radiotherapy before or post-surgery] ', ' Medicines\xa0 ', "" Patient's hospital stay [can range from a few days to a couple of weeks] ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital\xa0 ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",['Meningioma'],[None],[None]
https://www.vaidam.com/search/meningioma/thailand, Meningioma Treatment Cost In Thailand , Meningioma Treatment cost in Thailand is between USD 12150 to USD 14850. Patient has to stay in the hospital for 4 days and outside the hospital for 8 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost may include [CT Scan or MRI of the brain] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Type of surgery [Craniotomy, Endoscopic Endonasal Surgery, Neuroendoscopic Surgery, or Spinal Surgery] ', ' Post-Operative cost [there might be a need for Chemotherapy or Radiotherapy before or post-surgery] ', ' Medicines\xa0 ', "" Patient's hospital stay [can range from a few days to a couple of weeks] ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital\xa0 ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",['Meningioma'],[None],[None]
https://www.vaidam.com/search/meningioma/malaysia, Meningioma Treatment Cost In Malaysia , Meningioma Treatment cost in Malaysia is between USD 9000 to USD 11000. Patient has to stay in the hospital for 4 days and outside the hospital for 8 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost may include [CT Scan or MRI of the brain] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Type of surgery [Craniotomy, Endoscopic Endonasal Surgery, Neuroendoscopic Surgery, or Spinal Surgery] ', ' Post-Operative cost [there might be a need for Chemotherapy or Radiotherapy before or post-surgery] ', ' Medicines\xa0 ', "" Patient's hospital stay [can range from a few days to a couple of weeks] ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital\xa0 ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",['Meningioma'],[None],[None]
https://www.vaidam.com/search/meningioma/germany, Meningioma Treatment Cost In Germany , Meningioma Treatment cost in Germany is between USD 16200 to USD 19800. Patient has to stay in the hospital for 4 days and outside the hospital for 8 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost may include [CT Scan or MRI of the brain] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Type of surgery [Craniotomy, Endoscopic Endonasal Surgery, Neuroendoscopic Surgery, or Spinal Surgery] ', ' Post-Operative cost [there might be a need for Chemotherapy or Radiotherapy before or post-surgery] ', ' Medicines\xa0 ', "" Patient's hospital stay [can range from a few days to a couple of weeks] ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital\xa0 ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",['Meningioma'],[None],[None]
https://www.vaidam.com/search/meningioma/united-arab-emirates, Meningioma Treatment Cost In United Arab Emirates , ,"[' Preoperative diagnostic tests cost may include [CT Scan or MRI of the brain] ', ' Surgery cost (Depends upon the type and size of the tumour and the extent to which the tumour has spread) ', ' Type of surgery [Craniotomy, Endoscopic Endonasal Surgery, Neuroendoscopic Surgery, or Spinal Surgery] ', ' Post-Operative cost [there might be a need for Chemotherapy or Radiotherapy before or post-surgery] ', ' Medicines\xa0 ', "" Patient's hospital stay [can range from a few days to a couple of weeks] ""]","[' Type of hospital and room opted (General, Twin sharing, or single room) ', ' The stage and type of cancer ', ' Patients may require repeated investigation through PET CT and related tests\xa0 Post-surgery / Chemotherapy / Radiation Therapy ', ' Any additional tests may be required, such as ECG or blood tests ', ' An extended stay at the Hospital\xa0 ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident [may take longer duration in case of chemotherapy or radiotherapy sessions] ']",[],[],[]
https://www.vaidam.com/search/multiple-sclerosis/india, Multiple Sclerosis Treatment Cost In India , Multiple Sclerosis Treatment cost in India for Indian Patients is between Rs.1021200 to Rs.1361600. Cost for International patients is between USD 20700 to USD 25300. Patient has to stay in the hospital for 2 days and outside the hospital for 15 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"['Preoperative diagnostic tests cost [Neurological and general medical examination]', 'Cost of surgery\xa0', 'Post-Operative cost (depends on the number of follow-up sessions)', 'Medicine cost [Corticosteroids, pain killers, etc.]', ""Patient's hospital stay""]","['Type of hospital and room opted (General, Twin sharing or single room)', 'Additional tests, if required', 'Post-surgical complication, if it happens', 'Cost of Blood products (if required)', 'An extended stay at the Hospital', 'Cost of Accommodation during follow-ups, in case the patient is not a local resident']","['Multiple Sclerosis', 'Multiple Sclerosis Treatment', 'Deep Brain Stimulation']","[1021200, 310800, 377400]","[1361600, 414400, 503200]"
